Trivial name|Smiles|Batch No|Conc uM|Relative cell count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster MitoStress|Cluster Na+/K+ ATPase|Cluster Protein synthesis|Cluster Pyrimidine synthesis|Cluster Tubulin|Cluster Uncoupling||
Harmol hydrochloride|Cc1nccc2c1[nH]c1cc(O)ccc12|1|10|101|9.8|0|15.9|54.1|0|61.7|14.2|70.6|19.1|32.8|28.4|0|54|27.6||
Harmol hydrochloride|Cc1nccc2c1[nH]c1cc(O)ccc12|1|30|83|14.5|19|10.4|21.2|26.9|30.9|15|48.9|29.6|3.7|32.1|0|24.6|25.1||
Heptaminol (hydrochloride)|CC(N)CCCC(C)(C)O|1|30|98|14.3|4.6|7.3|0|41.1|0|33.8|14.6|60.4|0|0|34.2|8|0||
Hydroxyzine dihydrochloride|OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|1|30|90|37.5|0|0|67.7|0|70.2|30|88.4|55.9|27.3|46.7|0|71.8|42||
Tracazolate hydrochloride|CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC|1|30|99|26.9|0|0|42.4|0|47.8|59.4|55.8|58.6|4.4|36.1|0|55|33||
Lobelanidine hydrochloride|CN1C(CC(O)c2ccccc2)CCCC1CC(O)c1ccccc1|1|30|102|20.9|0|0|46.9|0|50.4|34.4|65.2|73.4|12.6|38.3|0|58.9|25.3||
Topotecan|CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1|1|10|69|29.9|42.3|33.4|0|94.6|0|0|0|37.3|0|0|79.5|0|0||
Topotecan|CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1|1|30|67|32.6|63.9|5.4|0|93.4|0|18.6|0|27.6|0|0|80.3|0|0||
Methoxy-6-harmalan|COc1ccc2[nH]c3c(c2c1)CCN=C3C|1|10|93|5|0|11.9|39.6|0|45.5|14|68.6|55.3|15.9|10.9|0|43|1||
Methoxy-6-harmalan|COc1ccc2[nH]c3c(c2c1)CCN=C3C|1|30|95|43.4|0|0|68.6|0|65.9|20.8|93.3|62|28.4|39.3|0|67.2|41.8||
Acitretin|COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C|1|10|94|11.1|0|0|55.5|0|54.6|21|51.4|46.6|23.6|50.3|0|52.6|41.6||
Acitretin|COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C|1|30|101|16.1|11.1|0|40.4|0|42.2|39.9|49.7|62.2|0|39.9|0|43.5|36.7||
Rifapentine|CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C|1|30|95|15.9|11.9|0|47.3|0|39.2|45.4|63|62.2|2.7|34.3|0|55.6|48.7||
Nefazodone (hydrochloride)|CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1|1|30|97|52.5|0|0|65.8|0|68|32|84.3|51.8|23.9|43.9|0|67.5|43||
Carbadox|COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-]|1|10|100|13.8|22.3|10.8|0|31.5|0|0|0|0|0|0|48.3|0|0||
Liranaftate|COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1|1|30|105|16.2|3.2|0|1.7|8.8|0|5.2|29.9|37.1|0|0|4.6|9.9|0||
Itraconazole|CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O|1|1|92|22.1|0|0|45.3|0|48.9|32|71.2|74|13.6|31|0|51.8|22.7||
Itraconazole|CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O|1|3|96|73.1|0|0|79.5|0|79.7|16|91|43.3|38.3|66.1|0|71.7|53.4||
Itraconazole|CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O|1|10|97|71.5|0|0|81.2|0|79.5|19.9|91|39.2|37.7|59.3|0|71.6|61.7||
Itraconazole|CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O|1|30|106|5.2|0|0|33.8|2.2|31.2|0|65.2|37.6|0|10.2|0|37.6|6.7||
Docetaxel|CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C|1|10|57|61.1|0|26.7|38.8|0|47.9|56.3|31.2|13.8|41.6|48.5|0|69.8|32||
Docetaxel|CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C|1|30|63|64.2|0|30.1|23.5|0|34.6|73.2|29.6|42.2|17.5|43.6|0|59.8|24.4||
Cladribine|Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1|1|10|71|33.5|52.4|11.9|0|95.5|0|0|0|30|0|0|64.9|0|0||
Cladribine|Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1|1|30|66|41.3|41.1|22.7|0|90.6|0|0|0|26.1|0|0|51.1|0|0||
Thioguanosine|Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1|1|10|70|43.5|53.3|0|24.4|13.1|19.3|36.6|24.6|34.1|18|44.8|0|42.4|69.9||
Thioguanosine|Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1|1|30|94|26.9|77.2|0|0|20.1|0.3|35.8|8.3|7.8|0|21.9|19.9|0|54.6||
Josamycin|CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(=O)CC(C)C)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O|1|30|98|18|8.2|0|31|0|35.2|60.8|48.5|68.6|1.1|39.4|0|45.3|30.1||
Idoxuridine|O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I|1|10|98|15|63.5|0|0|84.1|0|0|0|29|0|0|65.7|0|0||
Idoxuridine|O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I|1|30|100|14.5|62|0|0|86.5|0|0|0|15.7|0|0|71.7|0|0||
Isoconazole|Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1|1|30|91|15.2|5.5|0|67.1|0|71.3|43.2|80.7|7.9|35.6|55.8|0|61.9|66.3||
Thioproperazine dimesylate|CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1|1|10|96|50.3|0|0|73|0|71.6|17.6|95.2|44.2|29.1|42.5|0|69.4|46.6||
Thioproperazine dimesylate|CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1|1|30|93|83.2|0|0|72.5|0|70.1|16.3|88.6|57.5|27.9|46.7|0|70|49.9||
Fendiline (hydrochloride)|CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1|1|3|101|7.4|0|0|74.5|0|71.8|24.4|80.8|37.2|39.2|56.1|0|73.4|51.4||
Fendiline (hydrochloride)|CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1|1|10|94|76.2|0|0|83|0|79.4|24.8|84.2|30.8|38.9|74.4|0|75.1|69||
Quinidine hydrochloride monohydrate|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12|1|10|96|10.4|13.5|5.7|0|33|0|31.1|25.5|83.8|0|11.9|15.6|15|0||
Quinidine hydrochloride monohydrate|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12|1|30|94|37|0|0|42|0|42.8|25.5|67.7|84.9|13.3|29.2|0|47.2|13.7||
Quinidine hydrochloride monohydrate|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12|1|30|89|37.3|0|0|35.5|0|33.1|24.9|59.7|80.3|0|25.2|0|42.6|7.8||
Quinidine hydrochloride monohydrate|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12|1|50|91|45.9|0.9|0|43.5|0|46.1|28.7|66.2|81.7|12.8|35.6|0|45.1|20.9||
Metaraminol bitartrate|C[C@H](N)[C@H](O)c1cccc(O)c1|1|10|85|11.4|0|0|70.2|0|74.9|16.6|59.7|0.6|42.5|51.4|0|61.7|45.6||
Metaraminol bitartrate|C[C@H](N)[C@H](O)c1cccc(O)c1|1|30|99|6.7|0|0|70.7|0|58.8|0|71.1|10.4|28.8|49.6|0|63.2|47||
Homochlorcyclizine dihydrochloride|CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|1|10|95|42|0|0|77.1|0|73.4|1.4|90.3|16.9|37.4|48.9|0|64.5|50.1||
Homochlorcyclizine dihydrochloride|CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|1|30|74|83.8|0|0|77.7|0|77.9|26.9|89.6|54.7|37|54.5|0|78.6|57.9||
Trichlorfon|COP(=O)(OC)C(O)C(Cl)(Cl)Cl|1|30|94|9.7|0|0|46.2|0|37.7|0|43.3|6.4|22.7|32.4|0|41.1|42.3||
Mebhydrolin (napadisylate)|CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1|1|30|96|36.6|0|0|70.7|0|72|26.4|88.1|44.7|23|44.1|0|63.2|47.4||
Glafenine (hydrochloride)|O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12|1|10|90|17.8|0|0|82.5|0|77.5|17.9|87|17.4|42.1|57.7|0|74.3|63.7||
Glafenine (hydrochloride)|O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12|1|30|92|41.3|0|0|68.6|0|68.7|41.6|83|46.5|17.3|54.1|0|70.4|61.3||
Riluzole hydrochloride|Nc1nc2ccc(OC(F)(F)F)cc2s1|1|30|93|26.8|0|0|81.1|0|73.6|6.4|68.1|3.9|50.4|65.6|0|83.4|57.8||
Quinacrine (dihydrochloride)|CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12|1|1|101|9.2|0|0|45.2|0.2|48.1|25|68.1|54.4|11.4|41.7|0|49.2|38.6||
Quinacrine (dihydrochloride)|CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12|1|3|88|52|10.3|0|40.2|34.6|39.2|1.5|80.4|59.5|3.9|11.2|0|48.7|26.5||
Quinacrine (dihydrochloride)|CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12|1|30|74|59.9|0|0|53.4|5.5|53.3|8.5|82.5|67|20.2|21.7|0|62.3|30||
Pimethixene maleate|CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1|1|10|94|30.4|0|0|74.9|0|70.9|11.2|91.8|27.9|29.2|47|0|66.3|46.6||
Pimethixene maleate|CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1|1|30|87|63.6|0|0|72.5|0|73.4|25|92.4|54.4|31.2|43.2|0|70.9|50.6||
Diperodon hydrochloride|O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1|1|10|106|14.3|0|0|72.3|0|67.8|16.5|84.8|34|22.9|36.4|0|66.2|51.4||
Diperodon hydrochloride|O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1|1|30|102|56.1|0|0|68.7|0|65.8|24|89.4|58.8|17.1|42.4|0|64.9|44.4||
Bufexamac|CCCCOc1ccc(CC(=O)NO)cc1|1|30|101|6.9|0|0|71.9|0|71.2|0|74.9|8.3|44|26.8|0|60.9|23.7||
Amodiaquine (dihydrochloride dihydrate)|CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O|1|3|103|16.2|0|0|52.7|0|57.8|19|86|49.4|16|29.3|0|53|20.7||
Amodiaquine (dihydrochloride dihydrate)|CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O|1|10|87|78.2|0|0|73.1|0|71.1|6.4|88.8|46.5|30.8|41.8|0|68.7|44.6||
Amodiaquine (dihydrochloride dihydrate)|CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O|2|2|104|12.6|0|0|71.8|0|72|17.9|91.7|29.7|27.6|39.8|0|61.8|48.1||
Clofilium tosylate|CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1|1|10|101|7.3|32.4|0|0|48|0|35.7|5.9|75.9|0|0|39.4|4.6|0||
Clofilium tosylate|CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1|1|30|89|21.2|0|0|38.9|0|37.6|24.9|47.4|70.5|8.8|45.9|0|40.9|25.8||
Dextromethorphan hydrobromide monohydrate|COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3|1|30|101|22.8|0|0|67.9|0|65.8|26.3|77.2|57|38.9|48|0|70.6|47.2||
Lidoflazine|Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1|1|3|106|9.7|14.9|0|37.3|0|39.5|43.3|61.2|57.1|0|28.1|0|37.9|28.2||
Lidoflazine|Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1|1|10|103|70.1|0|0|79.7|0|76.8|19.1|93.1|30.3|32.6|55.4|0|70|58.2||
Ambroxol hydrochloride|Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1|1|30|102|5.9|0|0|73.8|0|65|10.4|79.1|53.3|26.9|48.1|0|74.6|48.6||
Ketanserin tartrate hydrate|O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1|1|10|101|8.1|0|0|38.5|0|38.6|32.2|59.9|59.6|0|13.9|0|47.2|13.6||
Ketanserin tartrate hydrate|O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1|1|30|100|29.5|0|0|52.9|0|51.8|27.3|81.5|62|1.5|27.5|0|52.4|20.3||
Methiothepin maleate|CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2|1|3|86|25.9|0|0|71.3|0|77.5|15.4|72.6|41.6|45|61.6|0|74.4|28.4||
Methiothepin maleate|CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2|1|10|93|68|0|0|77.3|0|74.3|18.6|93.1|40|29.6|55.2|0|69.4|56.1||
Clebopride maleate|COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1|1|30|93|32.5|0|0|60.6|0|57.8|26.9|60.9|57.5|28.2|44.3|0|67.5|22.3||
Clenbuterol hydrochloride|CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1|1|10|102|5.9|22.8|0|50|3.2|39.5|18.3|63.4|55.5|3.2|37.3|0|59.2|55||
Clenbuterol hydrochloride|CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1|1|30|105|12.1|0|0|62.5|0|52.5|25.1|67.6|59|11.4|52.1|0|67.1|50||
Benperidol|O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1|1|10|99|20.9|0|0|73.7|0|72.7|10.4|88.8|24.2|37|45.8|0|65.9|41.5||
Benperidol|O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1|1|30|106|56.3|0|0|60.9|0|66.3|28.8|85.3|61.8|21|37|0|63.4|31.2||
Cisapride|COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC|1|3|99|8.5|0|8.2|20.2|0|16.7|32.7|46.9|67.7|0|18.8|0|33.8|0||
Cisapride|COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC|1|10|97|35.8|0|0|76.5|0|75.3|15.1|91.4|31.6|36.9|41.4|0|71.2|38.7||
Cisapride|COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC|1|30|95|16.6|0|9.8|2.4|14.4|0|27.3|25|68.2|0|0|14.6|21.1|0||
Cyclizine hydrochloride|CN1CCN(C(c2ccccc2)c2ccccc2)CC1|1|30|96|15.2|0|0|70.6|0|68.4|18|77.5|38.4|30.9|56.4|0|72.5|58.3||
Daunorubicin hydrochloride|COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1|1|1|52|53|61.8|0|0|88.6|0|23.8|0|42.7|0|0|59|0|2.2||
Dosulepin hydrochloride|CN(C)CC/C=C1\c2ccccc2CSc2ccccc21|1|10|92|24.4|0|0|75.3|0|73.7|16|93.3|31.5|26.1|50.6|0|68.3|47.1||
Dosulepin hydrochloride|CN(C)CC/C=C1\c2ccccc2CSc2ccccc21|1|30|76|74.6|0|0|77.6|0|75.7|15.4|94.7|50.7|37.1|47.1|0|74.6|51.8||
Metixene hydrochloride hydrate|CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1|1|3|105|8.6|0|0|71.7|0|67.9|10.5|84.5|46.5|18.4|39.3|0|63.5|36.8||
Metixene hydrochloride hydrate|CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1|1|10|100|55.3|0|0|79.6|0|76.3|0|93|20.5|38.7|47.9|0|69.7|53.1||
Norcyclobenzaprine|CNCCC=C1c2ccccc2C=Cc2ccccc21|1|10|96|67|0|0|81.9|0|79.3|3.5|89.7|17.6|42.7|50.4|0|71.8|54.7||
Terconazole|CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|1|3|102|42.1|0|0|63.9|0|70.5|19.5|87.4|52.9|25|45.6|0|63.8|26.5||
Terconazole|CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|1|10|94|79.1|0|0|80.9|0|78.8|1.9|92|32.6|41.6|53.9|0|72.7|48.8||
Terconazole|CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|1|30|107|49.9|0|0|68.9|0|69|15.8|90.7|61.2|28.9|42.9|0|69.1|41.8||
Ampicillin trihydrate|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O|1|10|100|8.1|0|0|60.5|0|58.2|0|65.6|19|47|23.5|0|59.8|29.9||
Direct Blue 1|COc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O|1|10|107|6.9|24.9|0|0|5.6|0|0|7.2|0|0|0|13.1|0|0||
Mesoridazine besylate|CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21|1|10|95|11.7|0|0|65.5|0|66.5|6.5|81.9|15.3|32.7|32.1|0|55.6|36||
Mesoridazine besylate|CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21|1|30|100|42.3|0|0|66.4|0|64.6|22.8|95.2|59.3|22.6|33.3|0|64.6|40.9||
Pentamidine isethionate|N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1|1|10|92|9.5|0|8.6|47.8|0|46.6|0|55.8|46.8|35|25.2|0|62|15.1||
Pentamidine isethionate|N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1|1|30|93|17.6|0|0|26.3|0|25.3|29.3|46.3|73.3|6.6|22.4|0|43.3|0.9||
DO 897/99|COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1|1|10|94|56.5|0|0|80|0|79.9|15.9|95.6|26.5|41.3|55.8|0|72.6|50.3||
DO 897/99|COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1|1|30|94|84.1|0|0|75.4|0|74.4|20.6|91.6|54.1|31.3|48.1|0|74.2|45.9||
Nifuroxazide|O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1|1|30|74|27.3|38.8|28.5|0|88.1|0|16.7|0|73.3|0|0|66.9|0|0||
Prenylamine lactate|CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1|1|10|86|59.9|0|0|75.2|0|73.1|14.9|92.1|34.7|31.4|61.7|0|69.1|61.7||
Diphenidol (hydrochloride)|OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1|1|30|100|12.4|0|0|69.4|0|68.9|28.3|73.1|48.4|27.7|55.3|0|71|35.4||
Oxybuprocaine hydrochloride|CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N|1|30|103|16.1|0|0|76.6|0|66.8|1.5|90.7|36.9|26.2|37.6|0|67.8|45||
1,4-Chrysenequinone|O=C1C=CC(=O)c2c1ccc1c2ccc2ccccc21|1|10|97|19.7|0|7.7|2.1|0|0|27|20|86.5|11|6.1|0|15.1|0||
Zimelidine dihydrochloride monohydrate|CN(C)C/C=C(\c1ccc(Br)cc1)c1cccnc1|1|30|101|24.2|0|0|80.4|0|78.6|19.1|90.9|40.7|41.9|48.3|0|75|47.7||
Dicloxacillin sodium salt|Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O|1|30|101|8.1|0|0|40.9|0|36.4|14.8|62|61.6|9.6|9.5|0|49.2|3.6||
Mometasone furoate|C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl|1|10|85|27.1|67.9|0|0|71.9|0|42.8|0|60.8|0|0|75.5|0|0||
Mometasone furoate|C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl|1|30|79|30.2|50.3|11|0|76.2|0|58.4|0|67.9|0|0|78.6|0|0||
Racecadotril|CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1|1|30|105|18.7|0|0|50.1|0|51.3|37.1|66.3|63.7|10.7|35.5|0|58.7|29.5||
Chloropyramine hydrochloride|CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1|1|30|94|34.7|0|0|76.7|0|75|16.4|96.7|27.6|32.8|47.3|0|68|52.2||
Methotrimeprazine maleat salt|COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2|1|10|96|28.2|0|0|73.4|0|72|16.4|92|25.9|32.8|40.1|0|65.5|49.2||
Methotrimeprazine maleat salt|COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2|1|30|101|67.9|0|0|75.7|0|71.2|5.7|91.3|41.7|30.5|44.2|0|66.8|52.6||
Propidium iodide|CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21|1|10|95|23|0|0|24.7|14|19.3|0|29.1|23.9|34.9|0|0|29.9|5.3||
Propidium iodide|CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21|1|30|103|11.7|0|0|17.6|0|12|0|18.7|32.9|17.6|0|0|14.8|0||
Fluvastatin sodium salt|CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21|1|3|97|34.5|0|0|82.5|0|80.9|26.1|67.8|14.8|48.8|74.6|0|80.7|62.7||
Fluvastatin sodium salt|CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21|1|10|102|77.9|0|0|89.8|0|86|27.4|81.2|17.3|52|68.4|0|85.4|72.5||
Fluvastatin sodium salt|CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21|1|30|93|83.2|0|0|85.3|0|82.3|3.8|75.6|39.1|60|67.4|0|86.4|59.9||
Fluvastatin sodium salt|CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21|2|6|95|65.5|0|0|89.9|0|85.8|19.7|70.1|10.7|59.3|68.7|0|85.7|69.1||
Fluvastatin sodium salt|CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21|2|10|107|77.9|0|0|90.6|0|89|12.2|73.1|20.9|61.5|70.1|0|87.7|60.9||
Ethoxyquin|CCOc1ccc2c(c1)C(C)=CC(C)(C)N2|1|30|108|5|8.4|2.1|0|0|0|0|6.6|6.5|0|0|0.4|0|0||
Atracurium (besylate)|COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC|1|30|92|13.3|0|25.4|0|42|0|39.7|28|70.7|0|0|23.1|24|0||
Butoconazole (nitrate)|Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1|1|30|88|40.8|8.1|0|62.3|0|60.6|45.1|83.7|50.3|17.3|45.7|0|66.2|59.3||
Carteolol hydrochloride|CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2|1|30|99|5.2|0|10.7|17.9|0|10.7|36|34|58.6|0|9|0|33.8|0||
Clocortolone pivalate|C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C|1|10|106|5.5|57.6|9.9|0|65.7|0|19|0|43.8|0|0|79.5|0|0||
Clocortolone pivalate|C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C|1|30|92|19.5|75.9|0|0|79.5|0|0.4|0|12.1|0|0|87.3|0|0||
